Тик,Уик,Количество избирателей,Полученные бюллетени,Выданные бюллетени в помещении,Выданные бюллетени вне помещения,Погашенные бюллетени,Число бюллетеней в переносных,Число бюллетеней в стационарных,Недействительные бюллетени,Действительные бюллетени,Утраченные бюллетени,Неучтенные бюллетени,Амосов,Беглов,Тихонова
11,2314,551,650,280,52,318,52,279,3,328,0,0,23,287,18
11,2315,375,500,112,42,346,42,112,3,151,0,0,6,136,9
11,2357,200,200,182,13,5,13,182,0,195,0,0,7,183,5
11,2358,451,500,265,184,51,184,265,3,446,0,0,23,391,32
12,1724,1046,1000,378,27,595,27,377,15,389,0,0,64,266,59
12,1725,1222,1000,447,11,542,11,447,21,437,0,0,79,279,79
12,1726,1956,1600,777,5,818,5,777,12,770,0,0,149,401,220
12,1727,1945,1600,538,1,1061,1,538,10,529,0,0,118,257,154
12,1729,1180,1000,596,21,383,21,586,13,594,0,0,105,401,88
12,1730,1203,1000,575,18,407,18,568,11,575,0,0,70,388,117
12,1731,2542,2200,649,3,1548,3,649,19,633,0,0,149,343,141
12,1732,2620,2200,580,5,1615,5,575,19,561,0,0,121,307,133
12,1733,2123,2000,556,12,1432,12,552,18,546,0,0,101,353,92
12,1734,2474,2000,657,3,1340,3,654,17,640,0,0,133,375,132
12,1735,2172,2000,593,5,1402,5,593,26,572,0,0,93,388,91
12,1736,2627,2200,716,5,1479,5,714,18,701,0,0,138,437,126
12,1737,2025,2000,587,5,1408,5,499,22,482,0,0,110,287,85
12,1738,2352,2100,656,4,1440,4,652,0,656,0,0,95,455,106
12,1739,1438,1200,364,2,834,2,364,4,362,0,0,43,264,55
12,1740,1973,1600,498,1,1101,1,498,16,483,0,0,108,295,80
12,1741,1480,1200,338,4,858,4,338,9,333,0,0,48,243,42
12,1742,2108,1800,523,2,1275,2,520,11,511,0,0,84,321,106
12,1743,1666,1400,450,3,947,3,449,8,444,0,0,89,290,65
12,1744,2565,2200,602,9,1589,9,602,18,593,0,0,141,340,112
12,1745,2138,2000,439,5,1556,5,438,18,425,0,0,92,240,93
12,1746,1189,1000,287,5,708,5,287,7,285,0,0,43,198,44
12,1747,1892,1600,568,6,1026,6,568,14,560,0,0,77,434,49
12,1748,2138,1700,578,5,1117,5,576,15,566,0,0,115,353,98
12,1749,1935,1600,417,7,1176,7,417,8,416,0,0,81,240,95
12,1750,2012,1800,503,4,1293,4,503,21,486,0,0,101,277,108
12,1751,2646,2200,601,1,1598,1,601,20,582,0,0,128,340,114
12,1752,2768,2200,590,7,1603,7,585,12,580,0,0,130,296,154
12,1753,2453,2000,568,9,1423,9,568,15,562,0,0,78,348,136
12,1754,2407,2000,607,4,1389,4,604,13,595,0,0,151,285,159
12,1755,1619,1500,378,0,1122,0,378,9,369,0,0,92,184,93
12,1756,1965,1600,435,3,1162,3,435,11,427,0,0,89,256,82
12,1757,2829,2200,630,34,1536,34,630,8,656,0,0,185,266,205
12,1758,2006,1600,505,0,1095,0,505,14,491,0,0,88,317,86
12,1759,1496,1200,391,1,808,1,371,12,360,0,0,88,197,75
12,1760,2519,2200,704,10,1486,10,704,8,706,0,0,82,485,139
12,1761,2303,2000,599,8,1393,8,599,7,600,0,0,27,554,19
12,1762,2891,2500,748,16,1736,16,748,13,751,0,0,65,612,74
12,1763,2779,2200,886,1,1313,1,882,14,869,0,0,209,450,210
12,1764,2541,2200,626,12,1562,12,625,17,620,0,0,102,396,122
12,1765,2975,2500,804,12,1684,12,804,18,798,0,0,146,468,184
12,1766,2932,2600,625,10,1965,10,625,20,615,0,0,138,310,167
12,1767,2781,2200,712,8,1480,8,712,19,701,0,0,125,415,161
12,1768,2689,2200,750,3,1447,3,750,19,734,0,0,187,403,144
12,1769,2346,2000,597,4,1399,4,595,20,579,0,0,141,317,121
12,1770,1718,1500,395,5,1100,5,395,19,381,0,0,84,202,95
12,1771,2114,2000,543,4,1453,4,543,17,530,0,0,98,325,107
12,1772,1793,1500,503,2,995,2,503,20,485,0,0,82,300,103
12,1773,1370,1200,362,3,835,3,362,11,354,0,0,81,205,68
12,1774,2439,2000,452,2,1546,2,452,11,443,0,0,143,184,116
12,1775,1869,1500,492,9,999,9,491,16,484,0,0,79,325,80
12,1776,2070,2000,521,6,1473,6,519,14,511,0,0,93,320,98
12,1777,1696,1400,459,8,933,8,459,9,458,0,0,105,262,91
12,1778,1903,1600,515,6,1079,6,514,16,504,0,0,83,346,75
12,1779,2394,2000,687,11,1302,11,687,18,680,0,0,141,420,119
12,1780,2218,2000,539,12,1449,12,539,19,532,0,0,101,345,86
12,1781,2547,2100,611,6,1483,6,611,13,604,0,0,156,325,123
12,1782,1920,1800,459,4,1337,4,458,11,451,0,0,130,226,95
12,1783,2142,2000,657,2,1341,2,657,18,641,0,0,149,392,100
12,1784,1930,1600,506,3,1091,3,506,8,501,0,0,109,299,93
12,1785,2012,1800,527,4,1269,4,527,10,521,0,0,115,303,103
12,1786,1889,1600,405,7,1188,7,405,8,404,0,0,83,248,73
12,1787,1985,1800,433,10,1357,10,431,15,426,0,0,99,249,78
13,1239,1683,1500,401,28,1070,28,400,10,418,1,0,84,257,77
13,1240,2410,2000,718,40,1242,40,718,19,739,0,0,142,454,143
13,1241,2677,2500,831,12,1657,12,831,25,818,0,0,125,576,117
13,1242,2223,2000,778,18,1204,18,774,14,778,0,0,119,556,103
13,1243,1244,1000,445,10,545,10,445,6,449,0,0,50,329,70
13,1244,1499,1500,503,17,980,17,503,14,506,0,0,86,349,71
13,1245,1670,1500,614,7,879,7,614,17,604,0,0,99,421,84
13,1246,1346,1000,428,13,559,13,427,6,434,0,0,71,294,69
13,1247,1284,1000,371,11,618,11,371,7,375,0,0,95,235,45
13,1248,1893,1500,630,17,853,17,629,15,631,0,0,125,412,94
13,1249,1376,1000,442,17,541,17,442,16,443,0,0,57,318,68
13,1250,1369,1000,402,22,576,22,402,21,403,0,0,43,299,61
13,1251,1686,1500,629,24,847,24,629,24,629,0,0,84,481,64
13,1252,1695,1500,542,22,936,22,542,18,546,0,0,62,410,74
13,1253,1913,1500,583,33,884,33,583,10,606,0,0,96,422,88
13,1254,1075,1000,435,59,506,59,435,6,488,0,0,54,367,67
13,1255,351,270,205,18,47,18,204,10,212,0,0,30,159,23
13,1256,1025,1000,352,13,635,13,351,11,353,0,0,53,243,57
13,1257,1328,1000,454,60,486,60,454,19,495,0,0,77,341,77
13,1258,1532,1500,489,27,984,27,489,16,500,0,0,76,346,78
13,1259,1122,1000,352,26,622,26,352,11,367,0,0,58,250,59
13,1260,1247,1000,508,16,476,16,508,20,504,0,0,92,331,81
13,1261,519,400,304,20,76,20,304,9,315,0,0,65,214,36
13,1262,1933,1500,759,27,714,27,759,24,762,0,0,88,580,94
13,1263,1709,1500,647,22,831,22,646,24,644,0,0,64,506,74
13,1264,830,500,306,40,154,40,306,7,339,0,0,48,252,39
13,1265,1380,1000,564,24,412,24,562,17,569,0,0,75,425,69
13,1266,769,500,240,15,245,15,240,13,242,0,0,33,187,22
13,1267,1660,1000,832,5,163,5,831,32,804,0,0,110,502,192
13,1268,603,650,328,275,47,275,328,10,593,0,0,41,512,40
13,1269,266,200,128,38,34,38,128,3,163,0,0,13,127,23
13,1270,94,80,45,3,32,3,45,1,47,0,0,3,39,5
13,1271,1050,800,438,42,320,42,438,21,459,0,0,29,353,77
13,1272,821,800,342,358,100,358,342,28,672,0,0,55,579,38
13,1273,1498,1400,454,1,945,1,454,12,443,0,0,99,247,97
13,1274,1024,1050,907,93,50,93,907,36,964,0,0,81,798,85
13,1275,151,300,113,33,154,33,113,4,142,0,0,15,103,24
14,252,2277,2000,677,4,1319,4,669,18,655,0,0,185,337,133
14,253,2313,2000,690,9,1301,9,687,26,670,0,0,164,380,126
14,254,1676,1500,464,9,1027,9,464,14,459,0,0,98,271,90
14,255,2376,2000,706,8,1286,8,705,18,695,0,0,148,395,152
14,256,2451,2000,620,4,1376,4,616,19,601,0,0,133,340,128
14,257,1400,1000,403,6,591,6,403,11,398,0,0,96,209,93
14,258,2409,2000,726,15,1259,15,726,17,724,0,0,169,453,102
14,259,2495,2500,646,14,1840,14,646,27,633,0,0,147,364,122
14,260,1152,1000,300,5,695,5,300,9,296,0,0,44,193,59
14,261,2207,2000,549,34,1417,34,548,28,554,0,0,107,333,114
14,262,889,700,289,1,410,1,289,8,282,0,0,50,164,68
14,263,2073,2000,620,16,1364,16,619,20,615,0,0,114,382,119
14,264,2251,2000,598,14,1388,14,596,26,584,0,0,103,369,112
14,265,2434,2500,647,12,1841,12,645,21,636,0,0,135,361,140
14,266,2264,2000,704,16,1280,16,704,21,699,0,0,141,416,142
14,267,1328,1000,355,7,638,7,355,10,352,0,0,71,235,46
14,268,2726,2500,515,6,1979,6,504,20,490,0,0,131,224,135
14,269,1467,1200,385,4,811,4,383,8,379,0,0,87,219,73
14,270,2399,2100,632,28,1440,28,597,11,614,0,0,114,416,84
14,271,1735,1500,452,23,1025,23,448,10,461,0,0,75,295,91
14,272,2000,2000,565,31,1404,31,565,12,584,0,0,116,373,95
14,273,2222,2000,635,16,1349,16,635,20,631,0,0,105,412,114
14,274,2061,2000,597,26,1377,26,597,19,604,0,0,89,399,116
14,275,2017,2000,447,30,1523,30,447,14,463,0,0,76,311,76
14,276,2367,2000,654,21,1325,21,654,15,660,0,0,90,450,120
14,277,1296,1000,304,30,666,30,300,8,322,0,0,59,223,40
14,278,2110,2000,524,10,1466,10,521,13,518,0,0,79,359,80
14,279,2517,2500,547,5,1948,5,545,16,534,0,0,95,333,106
14,280,2232,2000,532,30,1438,30,532,13,549,0,0,87,367,95
14,281,1508,1500,376,8,1116,8,376,8,376,0,0,70,237,69
14,282,2799,2500,655,15,1830,15,655,15,655,0,0,136,382,137
14,283,2457,2500,540,12,1949,12,540,23,529,0,1,75,348,106
14,284,1950,2000,455,11,1534,11,453,12,452,0,0,56,278,118
14,285,2212,2000,581,29,1390,29,581,12,598,0,0,97,366,135
14,286,1343,1000,363,25,612,25,363,16,372,0,0,74,226,72
14,287,2266,2000,510,19,1471,19,510,21,508,0,0,78,322,108
14,288,1910,1500,470,17,1013,17,470,14,473,0,0,116,247,110
14,289,2033,1500,959,21,520,21,959,31,949,0,0,118,542,289
14,290,1910,1500,951,55,494,55,949,25,979,0,0,113,690,176
14,291,1175,1000,309,3,688,3,308,12,299,0,0,52,179,68
14,292,768,700,246,18,436,18,246,4,260,0,0,47,163,50
14,293,1521,1000,357,91,554,91,357,7,441,0,2,32,295,114
14,294,2915,2500,711,42,1747,42,682,13,711,0,0,99,453,159
14,295,1003,1000,388,25,587,25,381,11,395,0,0,71,265,59
14,296,836,1000,258,8,734,8,258,5,261,0,0,40,174,47
14,297,2343,2000,675,0,1325,0,674,22,652,0,0,68,432,152
14,298,2142,2000,718,1,1281,1,718,14,705,0,0,93,423,189
14,299,2331,2000,653,1,1346,1,653,11,643,0,0,65,438,140
14,300,2364,2000,754,1,1245,1,754,19,736,0,0,96,480,160
14,301,2337,2000,699,3,1298,3,698,23,678,0,0,73,496,109
14,302,2131,2000,534,0,1466,0,484,10,474,0,0,93,230,151
14,303,1551,1500,424,2,1074,2,423,13,412,0,0,81,206,125
14,304,1948,1500,467,4,1029,4,464,15,453,0,0,101,221,131
14,305,2947,2500,764,10,1726,10,763,34,739,0,0,191,338,210
14,306,2735,2000,627,5,1368,5,627,15,617,0,0,135,307,175
14,307,1991,1500,475,1,1024,1,475,11,465,0,0,130,190,145
14,308,1682,1500,368,2,1130,2,343,4,341,0,0,64,162,115
14,309,1225,1500,375,11,1114,11,375,10,376,0,0,33,271,72
14,310,2339,2000,518,1,1483,1,515,19,497,0,2,110,236,151
14,311,1531,1300,346,3,951,3,334,16,321,0,0,75,150,96
14,312,2584,2000,618,7,1375,7,618,10,615,0,0,136,279,200
14,313,1659,1500,362,3,1135,3,359,8,354,0,0,78,170,106
14,314,1876,1500,438,6,1056,6,438,11,433,0,0,100,207,126
14,315,1583,1500,346,0,1154,0,346,5,341,0,0,88,159,94
15,1220,1827,1500,589,12,899,12,589,15,586,0,0,85,417,84
15,1221,1720,1300,496,181,623,181,496,16,661,0,0,64,512,85
15,1222,1657,1200,477,17,706,17,477,15,479,0,0,67,342,70
15,1223,1719,1300,557,14,729,14,557,20,551,0,0,72,381,98
15,1224,711,500,242,4,254,4,242,6,240,0,0,27,182,31
15,1225,1126,1000,380,11,609,11,380,7,384,0,0,59,267,58
15,1226,2309,1800,1024,72,704,72,1024,38,1058,0,0,101,754,203
15,1227,1791,1300,586,81,633,81,586,15,652,0,0,63,511,78
15,1228,1491,1100,469,19,612,19,469,22,466,0,0,48,338,80
15,1229,1839,1400,1046,67,287,67,1046,25,1088,0,0,203,667,218
15,1230,1919,1500,631,26,843,26,630,13,643,0,0,106,462,75
15,1231,1677,1200,613,48,539,48,613,25,636,0,0,81,449,106
15,1232,1814,1300,582,16,702,16,582,20,578,0,0,66,415,97
15,1233,2016,1500,1021,12,467,12,1021,23,1010,0,0,180,616,214
15,1234,2239,1600,683,6,911,6,683,19,670,0,0,57,529,84
15,1235,1986,1500,575,7,918,7,574,23,558,0,0,50,414,94
15,1236,1961,1400,598,36,766,36,598,9,625,0,0,69,456,100
15,1237,1785,1500,695,9,796,9,695,17,687,0,0,68,484,135
15,1238,1171,1000,374,6,620,6,374,10,370,0,0,57,251,62
15,2293,203,300,151,52,97,52,151,10,193,0,0,20,142,31
15,2342,171,200,116,0,84,0,116,4,112,0,0,20,70,22
15,2361,248,270,171,1,98,1,171,2,170,0,0,18,137,15
15,2362,347,400,237,22,141,22,237,13,246,0,0,18,199,29
15,2363,145,200,100,0,100,0,100,1,99,0,0,14,74,11
15,2364,120,150,101,0,49,0,101,4,97,0,0,19,65,13
15,2365,115,130,94,1,35,1,94,4,91,0,0,13,64,14
15,2366,170,200,109,0,91,0,109,0,109,0,0,14,79,16
15,2367,370,400,242,26,132,26,242,9,259,0,0,21,222,16
15,2368,362,400,264,4,132,4,264,7,261,0,0,18,211,32
15,2369,182,200,106,2,92,2,106,2,106,0,0,20,70,16
16,2180,1806,1500,705,10,785,10,705,16,699,0,0,165,368,166
16,2181,1880,1500,789,6,705,6,788,32,762,0,0,159,420,183
16,2182,1480,1250,384,9,857,9,384,13,380,0,0,116,196,68
16,2183,1528,1250,465,15,770,15,463,12,466,0,0,143,231,92
16,2184,2276,2000,588,31,1381,31,584,14,601,0,0,153,341,107
16,2185,1637,1250,362,49,839,49,362,11,400,0,0,90,238,72
16,2186,1984,1500,490,33,977,33,490,26,497,0,0,166,247,84
16,2187,1294,1000,437,4,558,4,437,14,427,1,0,126,230,71
16,2188,1363,1000,423,17,560,17,420,35,402,0,0,104,207,91
16,2189,1449,1000,537,21,442,21,514,26,509,0,0,142,290,77
16,2190,1661,1250,546,8,696,8,545,20,533,0,0,146,294,93
16,2191,1213,1000,319,2,679,2,318,13,307,0,0,104,161,42
16,2192,1828,1500,479,13,1008,13,479,18,474,0,0,140,245,89
16,2193,2036,1500,527,10,963,10,519,20,509,0,0,128,281,100
16,2194,2410,2000,517,15,1468,15,513,17,511,0,0,159,248,104
16,2195,1426,1000,408,18,574,18,408,10,416,0,0,111,237,68
16,2196,1757,1500,486,8,1006,8,485,19,474,0,0,119,251,104
16,2197,1449,1250,343,16,891,16,342,9,349,0,0,76,197,76
16,2198,1425,1250,351,8,891,8,351,13,346,0,0,101,174,71
16,2199,1792,1500,487,12,1001,12,487,16,483,0,0,120,259,104
16,2200,1229,1000,278,22,700,22,276,16,282,0,0,87,152,43
16,2201,1439,1200,414,41,745,41,411,6,446,0,0,100,264,82
16,2202,1938,1500,534,17,949,17,533,21,529,0,0,158,279,92
16,2203,1232,1000,400,9,591,9,399,17,391,0,0,87,212,92
16,2204,1205,1000,431,14,555,14,429,14,429,0,0,93,255,81
16,2205,2134,2000,633,26,1341,26,632,23,635,0,0,144,343,148
16,2206,1547,1250,376,7,867,7,375,10,372,0,0,115,192,65
16,2207,1302,1000,343,12,645,12,343,11,344,0,0,83,214,47
16,2208,1545,1250,416,13,821,13,414,13,414,0,0,108,247,59
16,2209,2128,2000,516,18,1466,18,516,26,508,0,0,137,278,93
16,2210,2034,1500,576,15,909,15,576,18,573,0,0,154,326,93
16,2211,1710,1500,415,7,1078,7,415,21,401,0,0,100,223,78
16,2212,1296,1000,263,7,730,7,262,6,263,0,0,71,142,50
16,2213,1487,1250,397,10,843,10,396,6,400,0,0,95,222,83
16,2214,2046,1500,541,8,952,8,539,14,533,0,1,102,307,124
16,2215,2168,2000,599,14,1387,14,599,30,583,0,0,132,332,119
16,2216,1379,1200,403,18,779,18,403,10,411,0,0,118,229,64
16,2217,1666,1500,391,7,1102,7,391,13,385,0,0,118,204,63
16,2218,1627,1500,374,14,1112,14,374,6,382,0,0,93,223,66
16,2219,2074,1700,456,12,1232,12,456,18,450,0,0,112,263,75
16,2220,2078,1700,473,22,1205,22,472,18,476,0,0,122,258,96
16,2221,1993,1500,506,13,981,13,505,17,501,0,0,120,283,98
16,2222,1700,1500,364,19,1117,19,364,15,368,0,0,91,203,74
16,2223,2127,1700,479,7,1214,7,477,16,468,0,0,117,273,78
16,2224,1536,1250,364,7,879,7,362,8,361,0,0,74,221,66
16,2225,2189,2000,530,12,1458,12,529,20,521,0,0,124,272,125
16,2226,521,700,295,192,213,192,295,22,465,0,0,59,329,77
17,512,1852,1500,430,3,1067,3,430,14,419,0,0,92,230,97
17,513,1319,1000,306,6,688,6,306,2,310,0,0,59,186,65
17,514,1599,1500,335,29,1136,29,335,7,357,0,0,63,221,73
17,515,2478,2000,430,15,1555,15,430,11,434,0,0,60,291,83
17,516,1961,1500,485,5,1010,5,485,9,481,0,0,85,308,88
17,517,2146,2000,569,9,1422,9,565,10,564,0,0,121,346,97
17,518,2291,2000,524,6,1470,6,523,14,515,0,0,78,349,88
17,519,2138,2000,503,11,1486,11,496,19,488,0,0,100,282,106
17,520,2283,2000,648,9,1343,9,648,13,644,0,0,113,414,117
17,521,2478,2000,671,20,1309,20,671,23,668,0,0,107,418,143
17,522,2747,2500,680,23,1797,23,680,24,679,0,0,128,421,130
17,523,2183,2000,597,16,1387,16,597,11,602,0,0,99,393,110
17,524,2052,2000,613,7,1380,7,613,12,608,0,0,76,456,76
17,525,2551,2000,622,10,1368,10,622,16,616,0,0,113,373,130
17,526,2117,2000,618,6,1376,6,618,8,616,0,0,89,426,101
17,527,2009,1500,521,16,963,16,520,12,524,0,0,87,335,102
17,528,1768,1500,496,14,990,14,496,9,501,0,0,102,323,76
17,529,2184,2000,542,11,1447,11,542,17,536,0,0,99,324,113
17,530,2369,2000,634,12,1354,12,633,16,629,0,0,108,385,136
17,531,2473,2000,738,16,1246,16,738,20,734,0,0,113,484,137
17,532,2297,2000,527,9,1464,9,526,15,520,0,0,55,383,82
17,533,2693,2000,693,21,1286,21,693,22,692,0,0,102,465,125
17,534,2826,2500,1149,15,1336,15,1149,119,1045,0,0,104,784,157
17,535,2542,2000,563,10,1427,10,561,13,558,0,0,104,355,99
17,536,2531,2000,609,13,1378,13,608,22,599,0,0,90,394,115
17,537,2196,2000,574,14,1412,14,574,20,568,0,0,97,368,103
17,538,2651,2000,491,5,1504,5,490,19,476,0,0,77,277,122
17,539,1962,1500,584,9,907,9,583,13,579,0,0,80,427,72
17,540,2756,2000,580,22,1398,22,551,13,560,0,0,127,285,148
17,541,2869,2500,686,8,1806,8,686,15,679,0,0,152,351,176
17,542,2566,2000,589,9,1402,9,588,11,586,0,0,102,364,120
17,543,2422,2000,666,11,1323,11,665,18,658,0,0,113,396,149
17,544,2375,2000,684,9,1307,9,677,23,663,0,0,118,407,138
17,545,1644,1500,459,92,949,92,459,18,533,0,0,72,382,79
17,546,1513,1500,420,14,1066,14,420,8,426,0,0,72,291,63
17,547,2316,2000,589,6,1405,6,587,3,590,0,0,68,419,103
17,548,3421,3000,1308,32,1660,32,1302,34,1300,0,0,220,772,308
17,549,2019,1500,437,10,1053,10,433,13,430,0,0,98,255,77
17,550,2049,1500,491,10,999,10,491,10,491,0,0,104,307,80
17,551,1880,1500,414,7,1079,7,404,17,394,0,0,63,259,72
17,552,2098,2000,569,9,1422,9,538,23,524,0,0,96,329,99
17,553,1850,1500,436,2,1062,2,429,12,419,0,0,90,262,67
17,554,1446,1000,368,5,627,5,329,9,325,0,0,77,183,65
17,555,2378,2000,705,11,1284,11,676,10,677,0,0,137,429,111
17,556,2355,2000,700,4,1296,4,696,22,678,0,0,170,395,113
17,557,2107,2000,527,12,1461,12,515,12,515,0,0,117,328,70
17,558,2036,2000,551,10,1439,10,549,20,539,0,0,125,325,89
17,559,2401,2000,638,14,1348,14,638,17,635,0,0,157,381,97
17,560,1558,1500,453,3,1044,3,452,14,441,0,0,158,227,56
17,561,2427,2000,595,4,1401,4,582,30,556,0,0,173,277,106
17,562,2572,2000,760,1,1239,1,726,25,702,0,0,259,336,107
17,563,2667,2000,750,9,1241,9,748,21,736,0,0,201,427,108
17,564,1840,1500,449,8,1043,8,434,11,431,0,0,109,247,75
17,565,2805,2000,800,4,1196,4,796,21,779,0,0,246,403,130
17,566,2634,2000,704,6,1290,6,704,15,695,0,0,252,336,107
17,567,2206,2000,635,8,1357,8,635,25,618,0,0,267,284,67
17,568,2290,2000,698,5,1297,5,698,15,688,0,0,226,413,49
17,569,2094,2000,613,8,1379,8,613,13,608,0,0,185,325,98
17,570,1706,1500,466,3,1031,3,463,11,455,0,0,122,254,79
17,571,1394,1000,471,3,526,3,421,10,414,0,0,152,166,96
17,572,3173,2500,856,6,1638,6,850,15,841,0,0,220,273,348
17,573,1831,2000,1808,14,178,14,1808,37,1785,0,0,133,1330,322
17,574,1819,1500,446,0,1054,0,444,7,437,0,0,103,170,164
17,575,2298,2000,621,0,1379,0,621,11,610,0,0,130,297,183
17,2283,2531,2000,641,3,1356,3,641,6,638,0,0,117,215,306
17,2284,235,500,235,0,265,0,235,11,224,0,0,17,165,42
17,2318,310,350,211,0,139,0,211,24,187,0,0,15,165,7
17,2319,203,300,165,0,135,0,164,1,163,1,1,28,111,24
17,2373,260,300,196,9,95,9,195,3,201,0,0,31,149,21
17,2374,255,300,213,13,74,13,213,2,224,0,0,38,165,21
17,2375,221,300,171,2,127,2,171,0,173,0,0,48,109,16
18,1612,1438,1000,776,7,217,7,701,22,686,0,0,104,517,65
18,1613,1196,900,499,2,399,2,499,16,485,0,0,79,351,55
18,1614,1716,1200,556,12,632,12,509,14,507,0,0,113,316,78
18,1615,1771,1200,605,25,570,25,599,19,605,0,0,102,423,80
18,1616,1770,1300,909,53,338,53,878,11,920,0,0,92,789,39
18,1617,1462,1100,687,7,406,7,673,3,677,0,0,35,626,16
18,1618,1375,1150,1005,6,139,6,1005,25,986,0,0,57,869,60
18,1619,1899,1200,603,9,588,9,602,22,589,0,0,123,366,100
18,1620,2171,1500,859,59,582,59,859,28,890,0,0,120,678,92
18,1621,1853,1300,872,31,397,31,872,19,884,0,0,133,677,74
18,1622,2240,1600,950,9,641,9,941,22,928,0,0,118,718,92
18,1623,1318,1000,716,0,284,0,701,3,698,0,0,41,596,61
18,1624,1843,1300,727,39,534,39,717,12,744,0,0,116,543,85
18,1625,1755,1300,698,43,559,43,687,33,697,0,0,121,507,69
18,1626,977,700,552,8,140,8,552,8,552,0,0,24,503,25
18,1627,1559,1100,841,15,244,15,841,20,836,0,0,141,614,81
18,1628,2187,1600,1111,5,484,5,1111,8,1108,0,0,92,927,89
18,1629,1185,900,400,2,498,2,336,23,315,0,0,78,190,47
18,1630,1403,1000,716,3,281,3,642,13,632,0,0,116,455,61
18,1631,2097,1500,701,0,799,0,620,13,607,0,0,112,400,95
18,1632,1926,1300,979,3,318,3,974,20,957,0,0,169,680,108
18,1633,1678,1200,659,2,539,2,648,19,631,0,0,64,490,77
18,1634,1139,700,604,3,93,3,601,5,599,0,0,56,477,66
18,1635,1441,1000,553,6,441,6,536,8,534,0,0,64,409,61
18,1636,1733,1350,1191,5,154,5,1159,19,1145,0,0,130,924,91
18,1637,2739,1700,978,23,699,23,941,30,934,0,0,190,582,162
18,1638,2198,1500,1141,6,353,6,1141,22,1125,0,0,139,876,110
18,1639,1086,850,657,4,189,4,646,9,641,0,0,91,494,56
18,1640,1694,1000,989,7,4,7,989,16,980,0,0,119,806,55
18,1641,1876,1300,1195,4,101,4,1195,27,1172,0,0,155,947,70
18,1642,961,850,715,1,134,1,715,7,709,0,0,60,617,32
18,1643,2171,1500,992,10,498,10,969,26,953,0,0,147,693,113
18,1644,1674,1200,1121,12,67,12,1121,23,1110,0,0,101,913,96
18,1645,1372,1000,353,3,644,3,353,35,321,0,0,89,187,45
18,1646,1787,1300,1070,5,225,5,1069,17,1057,0,0,92,905,60
18,1647,2535,1800,1717,22,61,22,1717,27,1712,0,0,160,1460,92
18,1648,1185,1000,795,5,200,5,795,8,792,0,0,84,667,41
18,1649,1393,1000,923,1,76,1,806,19,788,0,0,103,606,79
18,1650,1463,1100,842,6,252,6,842,66,782,0,0,99,548,135
18,1651,1679,1600,915,8,677,8,913,27,894,0,0,122,687,85
18,1652,1154,800,287,11,502,11,287,8,290,0,0,65,168,57
18,1653,2539,1700,1639,55,6,55,1639,27,1667,0,0,154,1385,128
18,1654,2426,1700,1380,84,236,84,1380,2,1462,0,0,161,1215,86
18,1655,1518,1250,1144,3,103,3,1144,48,1099,0,0,116,782,201
18,1656,2507,1800,1503,9,288,9,1503,3,1509,0,0,114,1289,106
18,1657,2474,1800,1133,14,653,14,1109,71,1052,0,0,161,768,123
18,1658,2460,1700,856,50,794,50,856,22,884,0,0,101,700,83
18,1659,2449,1600,1009,238,353,238,999,24,1213,0,0,108,1016,89
18,1660,2167,1500,1126,78,296,78,1121,0,1199,0,0,146,962,91
18,1661,2166,1500,1132,45,323,45,1127,44,1128,0,0,181,774,173
18,1662,2347,1700,1239,12,449,12,1239,30,1221,0,0,96,1024,101
18,1663,1046,800,630,4,166,4,622,13,613,0,0,74,463,76
18,1664,1925,1300,970,60,270,60,970,15,1015,0,0,90,833,92
18,1665,183,183,122,61,0,61,122,4,179,0,0,18,129,32
18,1667,128,126,7,119,0,119,7,1,125,0,0,17,91,17
19,1279,2442,2000,479,7,1514,7,479,14,472,0,0,133,226,113
19,1280,2437,2000,1097,7,896,7,1097,0,1104,0,0,110,828,166
19,1281,3073,2500,569,8,1923,8,568,12,564,0,0,161,260,143
19,1282,2354,2000,633,9,1358,9,633,22,620,0,0,189,293,138
19,1283,1342,1000,262,7,731,7,262,11,258,0,0,66,134,58
19,1284,1840,1500,330,8,1162,8,330,15,323,0,0,76,181,66
19,1285,1540,1500,311,6,1183,6,311,14,303,0,0,52,168,83
19,1286,1253,1000,330,4,666,4,329,15,318,0,0,77,183,58
19,1287,1127,1000,305,13,682,13,304,6,311,0,0,83,167,61
19,1288,1143,1000,265,12,723,12,265,10,267,0,0,74,145,48
19,1289,1116,1000,255,11,734,11,255,13,253,0,0,78,128,47
19,1290,2124,2000,449,6,1545,6,445,15,436,0,0,107,246,83
19,1291,1115,1000,246,5,749,5,246,6,245,0,0,75,131,39
19,1292,1398,1000,330,11,659,11,330,5,336,0,0,89,191,56
19,1293,1185,1000,333,4,662,4,333,8,329,1,0,99,164,66
19,1294,2055,2000,517,7,1476,7,510,11,506,0,0,142,287,77
19,1295,1291,1000,321,21,658,21,321,11,331,0,0,92,183,56
19,1296,1523,1200,438,7,755,7,438,11,434,0,0,113,246,75
19,1297,1548,1500,463,8,1029,8,460,24,444,0,0,136,233,75
19,1298,2221,2000,470,6,1524,6,459,8,457,0,0,130,222,105
19,1299,1567,1500,343,9,1148,9,342,14,337,0,0,102,161,74
19,1300,2364,2000,942,24,1034,24,940,4,960,0,0,164,703,93
19,1301,2250,2000,961,18,1021,18,958,4,972,0,0,170,695,107
